"","external_gene_name","gene_biotype"
"5706","yvbK","lncRNA"
"5707","yvbK","transcribed_unitary_pseudogene"
"5708","PgQz","unprocessed_pseudogene"
"5709","OyWt","protein_coding"
"5710","NMqR","lncRNA"
"5711","WaGy","protein_coding"
"5712","DEal","protein_coding"
"5713","lpkQ","unprocessed_pseudogene"
"5714","YKXB","protein_coding"
"5715","cznz","protein_coding"
"5716","WZuy","protein_coding"
"5717","IJrb","unprocessed_pseudogene"
"5718","UwaX","unprocessed_pseudogene"
"5719","Ivvi","processed_pseudogene"
"5720","YBGz","protein_coding"
"5721","JXYp","protein_coding"
"5722","QNOn","protein_coding"
"5723","bvaI","processed_pseudogene"
"5724","pfOj","protein_coding"
"5725","nODN","protein_coding"
"5726","vjaO","lncRNA"
"5727","Tlfk","unprocessed_pseudogene"
"5728","PWls","unprocessed_pseudogene"
"5729","LYSC","unprocessed_pseudogene"
"5730","HAyX","unprocessed_pseudogene"
"5731","EfoR","protein_coding"
"5732","ZAcv","unprocessed_pseudogene"
"5733","PeqH","protein_coding"
"5734","eFAF","protein_coding"
"5735","yWxC","protein_coding"
"5736","KBMh","protein_coding"
"5737","xiSF","transcribed_unprocessed_pseudogene"
"5738","Thij","unprocessed_pseudogene"
"5739","hbAW","transcribed_unprocessed_pseudogene"
"5740","piVL","lncRNA"
"5741","eNEN","unprocessed_pseudogene"
"5742","oYnB","lncRNA"
"5743","oYnB","transcribed_unprocessed_pseudogene"
"5744","yQZI","protein_coding"
"5745","kdEO","transcribed_unprocessed_pseudogene"
"5746","kdEO","lncRNA"
"5747","bhfA","transcribed_unprocessed_pseudogene"
"5748","deoj","unprocessed_pseudogene"
"5749","Yzsv","lncRNA"
"5750","Yzsv","transcribed_unprocessed_pseudogene"
"5751","Pfqd","unprocessed_pseudogene"
"5752","UqfX","unprocessed_pseudogene"
"5753","Dsmr","unprocessed_pseudogene"
"5754","QxRd","transcribed_unprocessed_pseudogene"
"5755","DEbq","protein_coding"
"5756","oYHI","unprocessed_pseudogene"
"5757","TfzS","protein_coding"
"5758","WpJY","protein_coding"
"5759","DmHC","protein_coding"
"5760","hQMX","lncRNA"
"5761","hQMX","transcribed_unprocessed_pseudogene"
"5762","dXag","protein_coding"
"5763","hkbz","lncRNA"
"5764","YfkV","processed_pseudogene"
"5765","NMAS","processed_pseudogene"
"5766","olJZ","processed_pseudogene"
"5767","LWMi","protein_coding"
"5768","IqSg","protein_coding"
"5769","gVFD","protein_coding"
"5770","lrTZ","protein_coding"
"5771","Qsnf","protein_coding"
"5772","EUQl","protein_coding"
"5773","XpkN","protein_coding"
"5774","jsvf","protein_coding"
"5775","VQqG","protein_coding"
"5776","DRCx","protein_coding"
"5777","PJYu","protein_coding"
"5778","sZdE","protein_coding"
"5779","reUW","processed_pseudogene"
"5780","PJqK","protein_coding"
"5781","lkkS","protein_coding"
"5782","kbZT","protein_coding"
"5783","xlhi","protein_coding"
"5784","EsVW","protein_coding"
"5785","QvSQ","lncRNA"
"5786","OvWv","protein_coding"
"5787","UKgR","lncRNA"
"5788","vHZo","protein_coding"
"5789","Wtfk","lncRNA"
"5790","IjXU","protein_coding"
"5791","GCTA","protein_coding"
"5792","ZNKx","protein_coding"
"5793","MXlT","lncRNA"
"5794","sNnF","protein_coding"
"5795","FUhe","lncRNA"
"5796","AgsE","protein_coding"
"5797","aCqn","protein_coding"
"5798","Gibt","protein_coding"
"5799","xuHu","protein_coding"
"5800","GSuj","protein_coding"
"5801","XUCR","protein_coding"
"5802","IWEK","protein_coding"
"5803","yRYt","lncRNA"
"5804","snON","protein_coding"
"5805","hLXF","protein_coding"
"5806","pZUs","protein_coding"
"5807","HdhN","protein_coding"
"5808","zbkh","protein_coding"
"5809","BnkR","lncRNA"
"5810","dXSt","protein_coding"
"5811","WZVO","lncRNA"
"5812","PSFi","lncRNA"
"5813","ZTDs","protein_coding"
"5814","Ssmw","protein_coding"
"5815","dbxY","lncRNA"
"5816","xofB","protein_coding"
"5817","DIcN","protein_coding"
"5818","uFyM","unprocessed_pseudogene"
"5819","USWH","processed_pseudogene"
"5820","HmYc","protein_coding"
"5821","vyHz","lncRNA"
"5822","qxpN","protein_coding"
"5823","DquK","protein_coding"
"5824","BGrN","protein_coding"
"5825","ymoz","protein_coding"
"5826","dKeO","protein_coding"
"5827","hlXH","protein_coding"
"5828","qGsj","protein_coding"
"5829","ezns","protein_coding"
"5830","ezns","lncRNA"
"5831","mMgZ","protein_coding"
"5832","ihwZ","protein_coding"
"5833","gnMU","protein_coding"
"5834","PHnY","protein_coding"
"5835","Olzc","protein_coding"
"5836","HWwu","protein_coding"
"5837","iWYP","processed_pseudogene"
"5838","oSOY","protein_coding"
"5839","LDre","lncRNA"
"5840","omrC","protein_coding"
"5841","hikX","protein_coding"
"5842","reYe","processed_pseudogene"
"5843","QlBB","processed_pseudogene"
"5844","RURy","processed_pseudogene"
"5845","chvI","protein_coding"
"5846","Qzsn","lncRNA"
"5847","fVty","protein_coding"
"5848","zfui","transcribed_unitary_pseudogene"
"5849","Rsfm","transcribed_processed_pseudogene"
"5850","Rsfm","lncRNA"
"5851","VpBx","processed_pseudogene"
"5852","ULaS","processed_pseudogene"
"5853","wygW","protein_coding"
"5854","RhAA","protein_coding"
"5855","SNTz","protein_coding"
"5856","vSMv","protein_coding"
"5857","oLNG","protein_coding"
"5858","ivmf","protein_coding"
"5859","vtvo","protein_coding"
"5860","lGeO","protein_coding"
"5861","ygFV","protein_coding"
"5862","xrst","protein_coding"
"5863","xbJn","protein_coding"
"5864","Qumd","protein_coding"
"5865","RKmV","protein_coding"
"5866","BqvY","protein_coding"
"5867","JyZS","protein_coding"
"5868","LeSk","protein_coding"
"5869","yzQr","processed_pseudogene"
"5870","aJux","processed_pseudogene"
"5871","mZaf","processed_pseudogene"
"5872","WArK","protein_coding"
"5873","xgjZ","protein_coding"
"5874","Ypie","protein_coding"
"5875","RDPb","protein_coding"
"5876","qznS","protein_coding"
"5877","DPtA","protein_coding"
"5878","DrQk","protein_coding"
"5879","htOR","protein_coding"
"5880","RXvN","protein_coding"
"5881","NVaC","protein_coding"
"5882","SEUK","protein_coding"
"5883","TOpf","protein_coding"
"5884","QEFW","protein_coding"
"5885","lUTd","protein_coding"
"5886","SrjV","protein_coding"
"5887","nUAh","protein_coding"
"5888","aepy","protein_coding"
"5889","phMz","protein_coding"
"5890","vkkF","protein_coding"
"5891","kQgi","protein_coding"
"5892","Sncb","protein_coding"
"5893","nKaZ","protein_coding"
"5894","WXeW","protein_coding"
"5895","JGrB","protein_coding"
"5896","QGOe","protein_coding"
"5897","mgWA","protein_coding"
"5898","llyR","protein_coding"
"5899","xXuD","protein_coding"
"5900","kwQO","protein_coding"
"5901","KMKL","protein_coding"
"5902","eKvd","protein_coding"
"5903","oKgD","unprocessed_pseudogene"
"5904","CUri","protein_coding"
"5905","lEAL","protein_coding"
"5906","oFIl","protein_coding"
"5907","JFIt","protein_coding"
"5908","iOsc","protein_coding"
"5909","SVeu","protein_coding"
"5910","CQXa","lncRNA"
"5911","BQAT","protein_coding"
"5912","uSfL","protein_coding"
"5913","Vzqd","protein_coding"
"5914","Xcdi","protein_coding"
"5915","zKLQ","protein_coding"
"5916","SwTT","lncRNA"
"5917","dRTI","protein_coding"
"5918","yVyx","protein_coding"
"5919","UotO","protein_coding"
"5920","lZvR","protein_coding"
"5921","rGGZ","protein_coding"
"5922","nnBa","protein_coding"
"5923","sfgJ","protein_coding"
"5924","LRpq","protein_coding"
"5925","sVCP","lncRNA"
"5926","tOvk","protein_coding"
"5927","wNuJ","protein_coding"
"5928","DeMI","protein_coding"
"5929","yeHZ","protein_coding"
"5930","Xxpk","protein_coding"
"5931","PUfQ","lncRNA"
"5932","Jvwn","protein_coding"
"5933","NvTM","protein_coding"
"5934","KuFA","protein_coding"
"5935","EsQT","protein_coding"
"5936","LQKL","protein_coding"
"5937","PVhw","protein_coding"
"5938","LuQR","lncRNA"
"5939","FPfQ","protein_coding"
"5940","IXtM","protein_coding"
"5941","dMEI","protein_coding"
"5942","WnOw","protein_coding"
"5943","kQwY","protein_coding"
"5944","ZXlF","protein_coding"
"5945","ijmp","protein_coding"
"5946","cFMH","protein_coding"
"5947","JwaH","protein_coding"
"5948","MZhe","lncRNA"
"5949","lIKT","protein_coding"
"5950","zshz","protein_coding"
"5951","KoiY","protein_coding"
"5952","slIf","lncRNA"
"5953","kyla","protein_coding"
"5954","TXOf","protein_coding"
"5955","ahhy","protein_coding"
"5956","gHIp","protein_coding"
"5957","erKC","processed_pseudogene"
"5958","mPwn","protein_coding"
"5959","vfuw","protein_coding"
"5960","NTLh","processed_pseudogene"
"5961","dDji","processed_pseudogene"
"5962","fjce","protein_coding"
"5963","qzjK","lncRNA"
"5964","qJzo","transcribed_unprocessed_pseudogene"
"5965","cIeh","transcribed_unprocessed_pseudogene"
"5966","pfWd","unprocessed_pseudogene"
"5967","pfWd","unprocessed_pseudogene"
"5968","pfWd","lncRNA"
"5969","pfWd","lncRNA"
"5970","NscN","lncRNA"
"5971","NscN","unprocessed_pseudogene"
"5972","iEjO","unprocessed_pseudogene"
"5973","cvPg","unprocessed_pseudogene"
"5974","iRgc","transcribed_unprocessed_pseudogene"
"5975","rgVG","unprocessed_pseudogene"
"5976","hEfk","protein_coding"
"5977","ieyr","protein_coding"
"5978","GXvY","processed_pseudogene"
"5979","AfzJ","processed_pseudogene"
"5980","emBd","processed_pseudogene"
"5981","OdhO","processed_pseudogene"
"5982","BByq","processed_pseudogene"
"5983","LOmu","protein_coding"
"5984","tTxX","protein_coding"
"5985","WGCe","protein_coding"
"5986","nQKt","protein_coding"
"5987","ILac","protein_coding"
"5988","TePy","protein_coding"
"5989","NycG","protein_coding"
"5990","pOxG","protein_coding"
"5991","xfoS","protein_coding"
"5992","hqRu","protein_coding"
"5993","hbhr","protein_coding"
"5994","uOPc","processed_pseudogene"
"5995","TQxa","protein_coding"
"5996","mElm","lncRNA"
"5997","EvtE","unprocessed_pseudogene"
"5998","dVpy","unprocessed_pseudogene"
"5999","dCov","processed_pseudogene"
"6000","OAIb","processed_pseudogene"
"6001","gEhO","processed_pseudogene"
"6002","jwgK","protein_coding"
"6003","Lapv","protein_coding"
"6004","KwKT","protein_coding"
"6005","XzXf","protein_coding"
"6006","ZKgM","protein_coding"
"6007","lmSW","protein_coding"
"6008","PozE","processed_pseudogene"
"6009","WhkY","processed_pseudogene"
"6010","iewk","processed_pseudogene"
"6011","FEnn","protein_coding"
"6012","rzvz","protein_coding"
"6013","BvAv","protein_coding"
"6014","HfeA","protein_coding"
"6015","Fjjn","protein_coding"
"6016","hWxD","processed_pseudogene"
"6017","OYlH","processed_pseudogene"
"6018","Djyx","protein_coding"
"6019","PRqP","protein_coding"
"6020","TIOA","protein_coding"
"6021","cBHh","protein_coding"
"6022","JPrw","protein_coding"
"6023","Bbkt","processed_pseudogene"
"6024","VDUV","protein_coding"
"6025","vcOL","protein_coding"
"6026","mAuZ","lncRNA"
"6027","CRNp","protein_coding"
"6028","bJPI","protein_coding"
"6029","zGgp","protein_coding"
"6030","Dugw","processed_pseudogene"
"6031","RfWw","processed_pseudogene"
"6032","UXZy","protein_coding"
"6033","PpRe","protein_coding"
"6034","VusK","protein_coding"
"6035","DLxt","protein_coding"
"6036","TORs","protein_coding"
"6037","KAzT","protein_coding"
"6038","TjaS","protein_coding"
"6039","qRpL","protein_coding"
"6040","Kxoa","unprocessed_pseudogene"
"6041","ffQm","unprocessed_pseudogene"
"6042","jEOb","protein_coding"
"6043","Facm","protein_coding"
"6044","DaWY","protein_coding"
"6045","Hjsd","protein_coding"
"6046","HBCk","protein_coding"
"6047","gDGT","unprocessed_pseudogene"
"6048","pAGx","unprocessed_pseudogene"
"6049","dGgQ","unprocessed_pseudogene"
"6050","GHqV","protein_coding"
"6051","MobH","protein_coding"
"6052","kLzt","protein_coding"
"6053","YMbV","protein_coding"
"6054","YEEy","protein_coding"
"6055","AIgp","protein_coding"
"6056","Hsxl","protein_coding"
"6057","KghP","protein_coding"
"6058","GrHd","protein_coding"
"6059","cTby","protein_coding"
"6060","MqkX","protein_coding"
"6061","mCIi","unprocessed_pseudogene"
"6062","MJbD","protein_coding"
"6063","vAqj","unprocessed_pseudogene"
"6064","vAqj","protein_coding"
"6065","xcLU","unprocessed_pseudogene"
"6066","oFEz","unprocessed_pseudogene"
"6067","AQFT","unprocessed_pseudogene"
"6068","dawe","unprocessed_pseudogene"
"6069","Nyyr","protein_coding"
"6070","CDTc","protein_coding"
"6071","HfNo","protein_coding"
"6072","TxVq","transcribed_unprocessed_pseudogene"
"6073","AqNd","protein_coding"
"6074","UucA","protein_coding"
"6075","OetR","protein_coding"
"6076","njwn","protein_coding"
"6077","bhJU","protein_coding"
"6078","QbRM","protein_coding"
"6079","DawX","processed_pseudogene"
"6080","YsyJ","protein_coding"
"6081","DnmV","protein_coding"
"6082","Tjmx","protein_coding"
"6083","yhLR","lncRNA"
"6084","yhLR","transcribed_unprocessed_pseudogene"
"6085","uMvf","protein_coding"
"6086","NzzH","protein_coding"
"6087","XwId","protein_coding"
"6088","blON","protein_coding"
"6089","IHyc","protein_coding"
"6090","VkIq","protein_coding"
"6091","CZoC","protein_coding"
"6092","UEIK","protein_coding"
"6093","XsZu","protein_coding"
"6094","OcUa","transcribed_unprocessed_pseudogene"
"6095","fyTC","unprocessed_pseudogene"
"6096","SCSu","protein_coding"
"6097","qGsq","protein_coding"
"6098","RpYN","unprocessed_pseudogene"
"6099","gSyH","unprocessed_pseudogene"
"6100","KDrz","transcribed_processed_pseudogene"
"6101","HOBc","protein_coding"
"6102","rLaP","transcribed_unprocessed_pseudogene"
"6103","VCqj","protein_coding"
"6104","AgeD","protein_coding"
"6105","puSu","protein_coding"
"6106","BFcj","protein_coding"
"6107","eHYO","protein_coding"
"6108","iqZR","unprocessed_pseudogene"
"6109","kleA","unprocessed_pseudogene"
"6110","XNGy","protein_coding"
"6111","gmXf","protein_coding"
"6112","Loju","protein_coding"
"6113","KIMT","protein_coding"
"6114","PxyZ","lncRNA"
"6115","IrtE","protein_coding"
"6116","ZAmI","transcribed_processed_pseudogene"
"6117","UAET","protein_coding"
"6118","NKlA","protein_coding"
"6119","MzKN","protein_coding"
"6120","KoDH","protein_coding"
"6121","Lkqs","protein_coding"
"6122","wgNw","protein_coding"
"6123","fkDe","protein_coding"
"6124","qYCb","protein_coding"
"6125","FLDV","protein_coding"
"6126","dqFz","protein_coding"
"6127","GGoB","protein_coding"
"6128","VKVC","protein_coding"
"6129","Fojs","protein_coding"
"6130","Xted","protein_coding"
"6131","Nhno","lncRNA"
"6132","hYCX","protein_coding"
"6133","MvPC","lncRNA"
"6134","rjJe","lncRNA"
"6135","rqTs","protein_coding"
"6136","leQQ","protein_coding"
"6137","oCsI","protein_coding"
"6138","cXSF","lncRNA"
"6139","XJgL","protein_coding"
"6140","MNVW","processed_pseudogene"
"6141","tWTe","processed_pseudogene"
"6142","AOUU","protein_coding"
"6143","LiFI","protein_coding"
"6144","BYUm","protein_coding"
"6145","hPRt","protein_coding"
"6146","ujFV","protein_coding"
"6147","ompW","protein_coding"
"6148","qqGK","protein_coding"
"6149","NJvv","protein_coding"
"6150","cgfK","protein_coding"
"6151","rQEP","protein_coding"
"6152","hwFN","protein_coding"
"6153","XVwV","protein_coding"
"6154","GBOr","protein_coding"
"6155","nIli","protein_coding"
"6156","WueE","protein_coding"
"6157","jgUw","protein_coding"
"6158","stNa","protein_coding"
"6159","jjPc","protein_coding"
"6160","aHFu","processed_pseudogene"
"6161","ztKk","protein_coding"
"6162","qJLq","protein_coding"
"6163","LoFJ","protein_coding"
"6164","Fbzs","unprocessed_pseudogene"
"6165","xKSd","lncRNA"
"6166","oind","protein_coding"
"6167","ewhA","lncRNA"
"6168","ewhA","lncRNA"
"6169","ewhA","lncRNA"
"6170","ewhA","lncRNA"
"6171","gMAy","protein_coding"
"6172","DQgL","protein_coding"
"6173","oVMc","protein_coding"
"6174","uTPF","protein_coding"
"6175","aDrx","protein_coding"
"6176","TtNm","protein_coding"
"6177","zaUe","protein_coding"
"6178","BpLW","protein_coding"
"6179","rkLb","protein_coding"
"6180","qnrR","protein_coding"
"6181","kgyO","protein_coding"
"6182","mYFw","protein_coding"
"6183","FlDG","protein_coding"
"6184","tqqa","processed_pseudogene"
"6185","HhJI","protein_coding"
"6186","fXZF","protein_coding"
"6187","EnDu","lncRNA"
"6188","lpXI","protein_coding"
"6189","vCpi","lncRNA"
"6190","Zigi","protein_coding"
"6191","fWyU","protein_coding"
"6192","EkhW","lncRNA"
"6193","gpBA","protein_coding"
"6194","dteY","protein_coding"
"6195","dgXn","protein_coding"
"6196","DVfl","processed_pseudogene"
"6197","QFdf","processed_pseudogene"
"6198","QFdf","transcribed_processed_pseudogene"
"6199","ecds","processed_pseudogene"
"6200","zrel","processed_pseudogene"
"6201","Qkib","processed_pseudogene"
"6202","vqez","protein_coding"
"6203","pZcb","protein_coding"
"6204","LcHS","protein_coding"
"6205","SDHK","protein_coding"
"6206","iGeN","protein_coding"
"6207","nmPm","protein_coding"
"6208","AXIr","protein_coding"
"6209","Fhum","protein_coding"
"6210","JMKz","protein_coding"
"6211","rHDS","protein_coding"
"6212","UsOw","lncRNA"
"6213","vXri","lncRNA"
"6214","vXri","transcribed_unprocessed_pseudogene"
"6215","iFSv","protein_coding"
"6216","ddNC","protein_coding"
"6217","OHUC","protein_coding"
"6218","yirV","protein_coding"
"6219","fLGY","protein_coding"
"6220","QeRV","protein_coding"
"6221","QeRV","protein_coding"
"6222","KDxL","lncRNA"
"6223","KDxL","lncRNA"
"6224","EiLl","protein_coding"
"6225","ElzM","protein_coding"
"6226","SPmv","protein_coding"
"6227","xSeY","protein_coding"
"6228","lmOp","protein_coding"
"6229","Oboy","protein_coding"
"6230","rKQN","protein_coding"
"6231","zUYR","lncRNA"
"6232","iack","protein_coding"
"6233","uMDb","protein_coding"
"6234","MIRB","protein_coding"
"6235","xbPU","protein_coding"
"6236","Nnfs","protein_coding"
"6237","Akxy","protein_coding"
"6238","eTEJ","transcribed_unprocessed_pseudogene"
"6239","sBdn","protein_coding"
"6240","zQMW","protein_coding"
"6241","YHwy","protein_coding"
"6242","BTbG","protein_coding"
"6243","Rhls","processed_pseudogene"
"6244","TZJS","protein_coding"
"6245","uutd","protein_coding"
"6246","VmPb","lncRNA"
"6247","kViS","protein_coding"
"6248","PsDN","lncRNA"
"6249","ankU","protein_coding"
"6250","GloU","lncRNA"
"6251","KrGt","lncRNA"
"6252","nboU","protein_coding"
"6253","LRrf","lncRNA"
"6254","GNzf","protein_coding"
"6255","gila","protein_coding"
"6256","dTrl","processed_pseudogene"
"6257","tVpK","lncRNA"
"6258","oLQQ","protein_coding"
"6259","awGD","protein_coding"
"6260","qSAQ","lncRNA"
"6261","SgjD","protein_coding"
"6262","iyKf","lncRNA"
"6263","FBIU","protein_coding"
"6264","QLXR","lncRNA"
"6265","tewK","protein_coding"
"6266","lVFw","protein_coding"
"6267","Jbal","protein_coding"
"6268","qHAD","protein_coding"
"6269","zPsW","protein_coding"
"6270","DuTK","protein_coding"
"6271","WfaZ","protein_coding"
"6272","sJwb","protein_coding"
"6273","Yrxo","protein_coding"
"6274","egJV","protein_coding"
"6275","Ikim","lncRNA"
"6276","SIql","lncRNA"
"6277","PkuV","lncRNA"
"6278","OoUr","protein_coding"
"6279","JlCt","protein_coding"
"6280","IrCg","protein_coding"
"6281","WbLT","unprocessed_pseudogene"
"6282","kZgI","protein_coding"
"6283","OmHW","lncRNA"
"6284","jfxn","lncRNA"
"6285","wIbC","protein_coding"
"6286","ZzVd","protein_coding"
"6287","BVMd","protein_coding"
"6288","kLdC","protein_coding"
"6289","Jkly","protein_coding"
"6290","wrNS","lncRNA"
"6291","RAec","protein_coding"
"6292","gHRK","protein_coding"
"6293","yhwh","protein_coding"
"6294","fWIc","protein_coding"
"6295","psRN","protein_coding"
"6296","IroZ","processed_pseudogene"
"6297","JAKq","protein_coding"
"6298","QTUB","protein_coding"
"6299","QfbT","protein_coding"
"6300","uhap","protein_coding"
"6301","qkjF","unprocessed_pseudogene"
"6302","uCxo","lncRNA"
"6303","jCzN","lncRNA"
"6304","tygN","lncRNA"
"6305","zCPo","protein_coding"
"6306","aVZL","protein_coding"
"6307","eUsL","lncRNA"
"6308","idqB","protein_coding"
"6309","HgHY","lncRNA"
"6310","VTkp","protein_coding"
"6311","iQsP","lncRNA"
"6312","uIQI","protein_coding"
"6313","tQDl","protein_coding"
"6314","aNFQ","lncRNA"
"6315","VOMz","protein_coding"
"6316","AGbJ","lncRNA"
"6317","oSuH","lncRNA"
"6318","TMvZ","lncRNA"
"6319","mkeF","lncRNA"
"6320","yKzb","lncRNA"
"6321","rzuV","lncRNA"
"6322","rzuV","protein_coding"
"6323","zbxo","lncRNA"
"6324","oZMp","protein_coding"
"6325","CMdi","protein_coding"
"6326","QgXp","lncRNA"
"6327","LDZX","protein_coding"
"6328","QhtK","processed_pseudogene"
"6329","mKTI","processed_pseudogene"
"6330","oeeU","protein_coding"
"6331","jcfi","protein_coding"
"6332","mxmY","protein_coding"
"6333","hFpZ","protein_coding"
"6334","YSFV","protein_coding"
"6335","qRrL","protein_coding"
"6336","KIIK","processed_pseudogene"
"6337","zgBE","protein_coding"
"6338","pPDJ","protein_coding"
"6339","ONbv","lncRNA"
"6340","MWHM","protein_coding"
"6341","OISS","protein_coding"
"6342","suUr","protein_coding"
"6343","tLXu","protein_coding"
"6344","iiFG","lncRNA"
"6345","NAGp","lncRNA"
"6346","AQFi","protein_coding"
"6347","AZqa","processed_pseudogene"
"6348","SRNw","protein_coding"
"6349","Yxgy","protein_coding"
"6350","pqqT","protein_coding"
"6351","wbVJ","protein_coding"
"6352","PSXI","transcribed_unitary_pseudogene"
"6353","PSXI","lncRNA"
"6354","yxgf","protein_coding"
"6355","redS","protein_coding"
"6356","Gpxg","protein_coding"
"6357","XUwl","lncRNA"
"6358","Ggoo","protein_coding"
"6359","PcFu","protein_coding"
"6360","crqE","protein_coding"
"6361","dzjz","protein_coding"
"6362","iLwn","protein_coding"
"6363","fYdG","protein_coding"
"6364","edWN","protein_coding"
"6365","mKjs","protein_coding"
"6366","pHJW","protein_coding"
"6367","ufID","protein_coding"
"6368","Gsxa","protein_coding"
"6369","zlbz","protein_coding"
"6370","XQyj","protein_coding"
"6371","fHTZ","protein_coding"
"6372","TAEx","protein_coding"
"6373","dSin","protein_coding"
"6374","fqKi","protein_coding"
"6375","tJcE","protein_coding"
"6376","ieVN","protein_coding"
"6377","Rceg","protein_coding"
"6378","BOzZ","protein_coding"
"6379","tPWZ","protein_coding"
"6380","EJjd","protein_coding"
"6381","nAGs","lncRNA"
"6382","TeFy","protein_coding"
"6383","ypon","protein_coding"
"6384","ylyg","protein_coding"
"6385","aOCO","protein_coding"
"6386","WUjv","lncRNA"
"6387","UXyW","protein_coding"
"6388","RLZT","protein_coding"
"6389","OrPS","protein_coding"
"6390","VekJ","protein_coding"
"6391","PoeF","lncRNA"
"6392","wLuf","protein_coding"
"6393","JSWv","protein_coding"
"6394","VWlp","protein_coding"
"6395","LSdW","protein_coding"
"6396","kbpA","protein_coding"
"6397","UXuV","protein_coding"
"6398","KAiM","lncRNA"
"6399","Wtee","protein_coding"
"6400","vEQk","protein_coding"
"6401","yBmv","protein_coding"
"6402","ywwh","protein_coding"
"6403","pgXd","protein_coding"
"6404","Jhmn","protein_coding"
"6405","yXzd","processed_pseudogene"
"6406","jspq","processed_pseudogene"
"6407","TSqq","processed_pseudogene"
"6408","LaBA","processed_pseudogene"
"6409","nFbn","processed_pseudogene"
"6410","tsBt","processed_pseudogene"
"6411","rdUc","protein_coding"
"6412","Kyqn","protein_coding"
"6413","olkY","protein_coding"
"6414","PVuX","protein_coding"
"6415","rmKf","protein_coding"
"6416","RHTz","protein_coding"
"6417","vYkG","processed_pseudogene"
"6418","Eecn","protein_coding"
"6419","SEtw","protein_coding"
"6420","RJpk","processed_pseudogene"
"6421","ZpPx","protein_coding"
"6422","Qqib","transcribed_processed_pseudogene"
"6423","Qqib","lncRNA"
"6424","xDFn","protein_coding"
"6425","iLtr","protein_coding"
"6426","oVma","lncRNA"
"6427","Spbm","processed_pseudogene"
"6428","XQHy","protein_coding"
"6429","uHHW","processed_pseudogene"
"6430","qScU","processed_pseudogene"
"6431","KAkF","processed_pseudogene"
"6432","uUiZ","processed_pseudogene"
"6433","XaJZ","processed_pseudogene"
"6434","pCEl","processed_pseudogene"
"6435","ZyvG","processed_pseudogene"
"6436","Acsq","transcribed_processed_pseudogene"
"6437","uSRa","protein_coding"
"6438","edqm","protein_coding"
"6439","KtMA","lncRNA"
"6440","tBNr","protein_coding"
"6441","SkQU","protein_coding"
"6442","PIpI","protein_coding"
"6443","nZka","protein_coding"
"6444","Obmq","protein_coding"
"6445","LBbp","protein_coding"
"6446","rFfV","protein_coding"
"6447","ZVXF","protein_coding"
"6448","GAAq","protein_coding"
"6449","hFTT","protein_coding"
"6450","oVSM","processed_pseudogene"
"6451","VDCv","protein_coding"
"6452","hWDN","protein_coding"
"6453","jWIU","processed_pseudogene"
"6454","SEMy","processed_pseudogene"
"6455","dNEO","processed_pseudogene"
"6456","qUpe","processed_pseudogene"
"6457","zUeC","processed_pseudogene"
"6458","cWha","processed_pseudogene"
"6459","sDbF","processed_pseudogene"
"6460","EhiD","processed_pseudogene"
"6461","QBll","processed_pseudogene"
"6462","rbWM","protein_coding"
"6463","HFoY","protein_coding"
"6464","ESzd","protein_coding"
"6465","GISq","protein_coding"
"6466","wZtM","protein_coding"
"6467","hSdc","protein_coding"
"6468","UEyJ","protein_coding"
"6469","MeSq","lncRNA"
"6470","RtAW","protein_coding"
"6471","XBYZ","protein_coding"
"6472","sewy","lncRNA"
"6473","hXdx","protein_coding"
"6474","uQWR","protein_coding"
"6475","VICR","protein_coding"
"6476","QlUZ","protein_coding"
"6477","nNDF","protein_coding"
"6478","ZDgt","protein_coding"
"6479","UYvE","protein_coding"
"6480","MQVW","protein_coding"
"6481","wHxv","processed_pseudogene"
"6482","vxGf","protein_coding"
"6483","zRdC","lncRNA"
"6484","zRdC","lncRNA"
"6485","zRdC","lncRNA"
"6486","zRdC","lncRNA"
"6487","EfZZ","protein_coding"
"6488","vwmM","protein_coding"
"6489","EXam","protein_coding"
"6490","xCmA","protein_coding"
"6491","IXqb","protein_coding"
"6492","UQVk","protein_coding"
"6493","mvsn","protein_coding"
"6494","GwFy","protein_coding"
"6495","KwBg","protein_coding"
"6496","NMVJ","protein_coding"
"6497","xHAU","processed_pseudogene"
"6498","vhgE","protein_coding"
"6499","qjib","protein_coding"
"6500","IaLF","protein_coding"
"6501","mJqj","protein_coding"
"6502","bkym","protein_coding"
"6503","iExw","unprocessed_pseudogene"
"6504","wxyY","unprocessed_pseudogene"
"6505","bQUY","unprocessed_pseudogene"
"6506","oICu","unprocessed_pseudogene"
"6507","adth","unprocessed_pseudogene"
"6508","VCMB","unprocessed_pseudogene"
"6509","mnfq","unprocessed_pseudogene"
"6510","MtSv","transcribed_unprocessed_pseudogene"
"6511","ntuq","lncRNA"
"6512","ztby","unprocessed_pseudogene"
"6513","crlF","TEC"
"6514","KYBE","transcribed_unprocessed_pseudogene"
"6515","jEJR","transcribed_unprocessed_pseudogene"
"6516","OgKu","processed_pseudogene"
"6517","ceNs","unprocessed_pseudogene"
"6518","BffE","unprocessed_pseudogene"
"6519","kzuE","unprocessed_pseudogene"
"6520","lCqB","transcribed_unprocessed_pseudogene"
"6521","rjQZ","protein_coding"
"6522","tYvx","protein_coding"
"6523","VWfO","lncRNA"
"6524","Qefm","lncRNA"
"6525","sJQH","protein_coding"
"6526","jqgK","lncRNA"
